perfume_name,description,image,brand,brandid,gender,product_type,character_x,fragrance_family,size,year,concentration,top_note,middle_note,base_note,language,file_format,image_resolution,similar_perfumes
Cartier La Panthere,"Cartier La Panthere was launched by the established Cartier brand in 2014. A feline floral fragrance born out of radiant, delicate gardenia coming together with velvety notes of musk. Within the flask, a sculpture depicts the majestic, fascinating panther. The fragrance in this set contains captivating perfume that reflects a liberated, passionate woman starting with the top note of the whimsical and intoxicating gardenia flower blended with sweet rose, earthy musk, deep patchouli, and leathery oakmoss. La Panthere is a long-lasting scent accessory and features a moderate sillage thatÃ¢â‚¬â„¢s sure to complement any ensemble without overwhelming others.
About the brand:
Cartier is a French luxury goods conglomerate that designs, manufactures, distributes and sells jewelry and watches. Founded by Louis-FranÃƒÂ§ois Cartier in Paris in 1847, the company operates more than 200 stores in 125 countries and is regarded as one of the most prestigious luxury goods manufacturers in the world. Expanding into the world of fragrances, the luxury house found further success, creating perfumes and care products that continue to appeal to their international customer base.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/cartier_la_panthere_eau_de_parfum_1.jpg,Cartier,81,Women,Perfume,Feminine,Floral,75 ml,2014,Eau de Parfum,"Apple, Apricot, Strawberry, Rhubarb, Dry fruits",Gardenia,"Oakmoss, Musk ketone",en,png,750x750,"Hugo Boss Bottled Unlimited EDT, Gucci Guilty Eau - 75 ml, Maqam Base of Soul EDP - 120 ml"
Goutal Paris toile d'Une Nuit EDP,"The fragrance reveals your beauty and lets your soul embrace the mysterious moments of the night
The iris is a symbol of femininity and softness that attracts eyes to you
The fragrance is filled with notes of raspberry to satisfy the desire of women who are coming and looking for the highest levels of charm
The roses reflect the smallest details of attractiveness and help you enjoy all the moments of romance
About the brand:
Goutal Paris is a perfume brand created by Annick Goutal Paris. In 1981, the first boutique opened in Paris and quickly won over the society of connoisseurs and artists. Drawing from nature's rare olfactory combinations, Annick Goutal Paris creates a style of her own that exudes delicacy and radiance. Her first creation, L'Eau d'Hadrien, composed in the eighties, with her latest perfumes in 2020, as a pioneer of Niche Perfumery.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/1/711367108123-goutal-etoile-d_une-nuit-edp-spray-50-ml-ng.png,Goutal Paris,148,Women,Perfume,Romantic,Floral,100 ml,2019,Eau de Parfum,"Rose, Raspberry, Iris","Rose, Hyacinth, Galbanum, Iris",White Musk,en,png,750x750,"IL Profvmo Silvana EDP, The Different Company After Midnight Refill - 100 ml, Dior Miss Dior Blooming Bouquet"
The Merchant Of Venice Venegia 21 EDP,"This fragrance has a warm, woody spicy scnet that expresses your glowing and liberating spirit.
The strong fragrance accords pampers you with a sense of luxury and sophistication and evokes feelings of confidence in you.
The heart of the fragrance is full of oud and woody notes that gives you a sense of warmth on cold winter nights.
The fragrance ends with a subtle vanilla breeze to add some softness and seduction to the scent.
About the brand:
The Merchant of Venice is a brand that acquired its conceptual origins in the ancient art of perfumery that was originated in Venice from its centuries in old trade with the orient. The historic nature and the prestige of the brand express themselves by producing precious fragrances carried out by perfumers who reinterpret ancient recipes. The sophisticated creations are boxed in precious perfume bottles inspired by the millenary of the art of Venetian glass.",https://www.themerchantofvenice.com/1100-large_default/vinegia-21-edp-concentree-100ml.jpg,The Merchant of Venice,347,Unisex,Perfume,Natural,Woody,100 ml,2021,Eau de Parfum,"Saffron, Praline, Cinnamon","Jasmine, Rose, Black plu, Cocoa","Benzoin, Patchouli, Vetiver, Tobacco, Leather",en,jpg,800x903,"Trussardi Black Extreme, Chopard Noble Vetiver, Hermes Terre D'Hermes"
Xerjoff Naxos EDP,"A pure scent that adheres to your skin to show the purity of your delicate soul.
The notes of lavender spread around to provide you with freshness and comfort.
The heart has notes of cinnamon and honey, which take you high in the sky to enjoy a special stance in everyone's heart.
The base is warm and dark, thanks to the notes of tobacco and tonka, which deliver a seductive touch to your look.
About the brand:
Xerjoff is a luxury Italian brand created by Sergio Momo in 2003. It offers distinctive fragrances with a blend of the finest ingredients and presents its perfumes in elegant packaging. The company produced more than 119 perfumes; the first perfume was released in 2007, and the most recent version of the company was in 2020.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8033488155070-xerjoff-xer-naxos-edp-100ml.png,Xerjoff,381,Unisex,Perfume,Charismatic,Oriental,100 ml,2015,Eau de Parfum,"Lemon, Bergamot, Lavender","RedRose,Satinwood","Labdanum, Benzoin, Amber and Woody Notes.",en,png,750x750,"Laboratorio Olfattivo Daimiris EDP, Dolce & Gabbana The One Mysterious Night, Thierry Mugler A Men Pure Malt"
Tom Ford Tubreuse Nue EDP,"A distinctive floral fragrance that is perfect for both men and women.
The fragrance has an exceptional aromatic formula extracted from the finest natural elements.
The fragrance opens with a refreshing blend of Sichuan pepper, lily, and jasmine.
And in the heart there are captivating touches of tuberose, cocoa, styrax, and benzoin.
The fragrance ends with dark notes of leather, musk, agarwood, and tonka bean.
About the brand:
Thomas Carlyle Ford, known today as Tom Ford, is an American fashion designer and film director. Tom Ford announced the creation of his own brand in 2005. The company offers fashion, accessories, and eyewear. Ford also formed a partnership with Estee Lauder in the same year to develop perfumes and cosmetics. The first fragrance produced under this alliance was an instant success. Since then, a series of successful fragrances for men and women have been released.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/8/888066116169-tom-ford-tom-ford-tubereuse-nue-_u_-edp-50-ml.png,Tom Ford,353,Unisex,Perfume,Romantic,Floral,50 ml,2021,Eau de Parfum,"Sichuan Pepper, Lily, Jasmine","Juniper, Myrtle, Lavender, Lemon, Yellow Mandarin, Artemisia","Patchouli, amber, nutmeg, benzine, labdanum, cedar, myrrh, frankincense",en,png,750x750,"Chopard Chrono 1000 Miglia, Givenchy Pour Homme, Acqua Di Parma Colonia Mirra"
Ojar Wasp Waist EDP,"The rich composition has special and amazing notes to get the attention of everyone.
Delicious strawberry is blended with mandarin to deliver vitality and freshness in the very first moments.
The soft creamy base provides you with comfort and tranquility at the end of your day.
The intense perfume oil is for both men and women, providing a glowing aromatic scent.
About the brand:
Ojar is a well-known brand in the Arab world. It's considered a cornerstone in the life of the business woman Hind Bahwan who offered several creative fragrances that balance between modernity and heritage. The brand depends on the finest materials from all over the world.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3665032001097-ojar-eau-de-parfum---wasp-waist-15ml.png,OJAR,272,Women,Perfume,Romantic,Woody,15 ml,2017,Eau de Parfum,"Davana, Mandarin, Strawberry","Honey Blossom, Rose, Magnolia, Honey","Sandalwood, Patchouli",en,png,750x750,"Hugo Boss Boss Bottled Infinite EDP, ABAQ Oud EDP, Nicolai Patchouli Intense"
Xerjoff Join The Club Fatal Charme EDP,"For both men and women who want to feel special, this woody fragrance is designed for you.
Spicy notes of nutmeg come on top of the composition, revealing freshness to start your day with.
The heart features notes of cypriol oil, which adds a touch of elegance to your look
The rich base contains wonderful notes of warm patchouli, authentic oud, sweet vanilla and charming musk, offering an irresistible scent that gets you all the attention.
Leave your touch felt on all of your busy days and special nights.
About the brand:
Laurent Mazzone Parfums is a niche line of scented candles and fragrances founded by Laurent Mazzone. Mazzone was passionate about the different enticing flavors and aromas from his very young age. Contemplating one night in the sky of Manhattan, he was inspired by Manhattanâ€™s stars, which was reflected in the brandâ€™s logo. The brand features 32 breathtaking fragrances, with its earliest edition being released in 2011, while the newest in 2020.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8033488155162-xerjoff-xerjoff-join-the-club-don-_u_-edp-50-ml.png,Laurent Mazzone,214,Unisex,Perfume,Charismatic,Oriental,100 ml,2019,Eau de Parfum,Nutmeg,"rose, iris, violet","Tobacco, flowers, Fruits",en,png,750x750,"Guerlain Insolence EDT, Jul Et Mad Terrasse  St-Germain Extrait de Parfum - 50 ml-1Item 1 of 2
Jul Et Mad Terrasse  St-Germain Extrait de Parfum, Chopard Noble Vetiver"
Kilian Woman In Gold Refillable EDP,"A fragrance as complex and exquisite as the woman who wears it.
The fragrance gives you a strong and distinctive presence and enhances your confidence.
Get an elegant and delicate feminine look with this distinctive scent.
This enchanting scent will captivate all your senses from the first touch.
The scent is addictive and will become an essential part of your perfume collection.
About the Brand:
Kilian is a famous eco-friendly fragrance brand founded in Paris, created by Kilian Hennessy, characterized by the production of luxury goods, and its fragrances are distinguished by their unique and distinctive designs. The company emphasizes the environment and sustainability through the use of refillable and reusable packaging. Her fragrances were released in collaboration with the most talented perfume designers.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3700550218210-kilian-kilian-woman-in-gold-_w_-edp-50-ml-refillable.png,Kilian,199,Women,Perfume,Sensual,Floral,50 ml,2017,Eau de Parfum,"Bergamot, Mandarin Orange, Aldehydes","Peony, Turkish Rose, Aquatic Notes, Flowers","Patchouli, Tonka Bean, Vanilla",en,png,750x750,"Al Majed for Oud Lana EDP, Fendi Fan Di Fendi Leather Essence, Dunhill London Alfred EDT"
Calvin Klein Obsessed Intense,"Calvin Klein Obsessed Intense fragrance for men, with its amazing woody fragrance, refreshes the memory and senses, thanks to a group of breathtaking scents that drop between its drops, creating a wonderful and wonderful entity suitable for all times and occasions.
About the brand:
Calvin Klein was launched in 1968, founded Calvin Richard Klein. It initially started with a clothing line and eventually moved to introduce fragrances, watches and jewelry. Enjoy a guaranteed sense of class uplifting when you let others around you smell the scent of Calvin Klein masculine and feminine fragrances.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3614225270239_calvin_klein_calvin_klein_obsessed_intense_edp_125_ml.jpg,Calvin Klein,75,Men,Perfume,Natural,Woody,125 ml,2017,Eau de Parfum,"grapefruit, rhubarb, sichuan pepper","leaf cedar, cashmerean, cypriol","black, vanilla, amber, gurjan balm,guaiac wood",en,png,750x750,"Calvin Klein Ck In2U, Hugo Boss Orange Man EDT, WAW Wood EDP - 50 ml"
Gucci Guilty Eau - 75 ml,"This floral fruity fragrance comes in an iconic bottle between the cold metal and soft frosted glass. It subtly opens with watery notes and litchi at the top. At the milky delicate heart, comes the lily blended with wild strawberry, giving way to musk in the base.
About the brand:
Gucci is a renowned Italian luxury brand of fashion and leather goods. From producing and selling luxury outerwear, leather bags, cashmere scarves and cosmetics products to releasing incredible fragrance ranges every now and then, Gucci has stayed on the top of the perfume market around the world.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_gucci_perfumes_gucci_guilty_eau_for_women_eau_de_toilette.jpg,Gucci,150,Men,Perfume,Romantic,Oriental,75 ml,2015,Eau de Toilette,"Water notes, Litchi","Lily, Wild strawberry",Musk,en,png,750x750,"Hugo Boss Bottled Unlimited EDT, Maqam Base of Soul EDP - 120 ml, Cartier La Panthere"
J. Del Pozo Mystic Leather Nights,"Mystic Leather Nights J. Del Pozo designed by the famous Spanish fashion house, J. Del Pozo, is a parfume for unisex. This snug parfume is related to the hot oriental house. The parfume was released in 2017.
About the brand:
J. Del Pozo was an wonderful in the fashion industry, but he also offered numerous fragrances under his name beginning in 1992. His first boutique location opened in 1974, and his first collection launched in 1976. This womenÃ¢â‚¬â„¢s collection turned out to be an immediate success. He gaind many awards throughout his career, including the National Award Cristobal Balenciaga and his legacy continues to this day in all products in his brand, including Rock On cologne. His products marked by being authentic name brands.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/j/_/j.del_pozo_mystic_leather_night_edp_100_ml_eau_de_perfum.jpg,J. Del Pozo,167,Women,Perfume,Extravagant,Oriental,100 ml,2017,Eau de Parfum,"Cardamom, cinnamon, saffron,","Jasmine, rose, pistachio, orange blossom","Sandalwood, leather, vanilla",en,png,750x750,"Hermes Twilly D'Hermes Charming Twilly Limited Edition, Lalique Elegance Animale Noir Premier 1989, Montale Day Dreams"
S.T. Dupont Essence Pure,"Essence Pure pour Homme is a fresh fragrance with bamboo accords for men. Classy and elegant, this manly scent is ideal for the contemporary manÃ¢â‚¬â„¢s lifestyle. The amazing composition starts with rich rosemary, aromatic coriander, glittering fresh mandarin orange and soothing grapefruit. The combination of iris, audacious and fresh lavender and relaxing bamboo will fill you with positive energy before the base notes take full effect with a mixture of cypress, gentle amber, warm musk and cedar for a radiating effect. This gorgeous and sophisticated scent is perfect for spring and summer outings and casual wear.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_secnt_perfume_st_ddupont_perfumes_essence_pure_for_men_eau_de_toilette.jpg,S.T. Dupont,318,Men,Perfume,Glamorous,Floral,100 ml,2015,Eau de Toilette,"Rosemary, Coriander, Mandarin Orange, Grapefruit","Iris, Lavender, Bamboo","Cypress, Amber, Musk, Cedar",en,png,750x750,"Tous Les Jours Perfume Day 3, Burberry Summer, Memo Paris Cuirs Nomades Sicilian Leather EDP"
Al Majed for Oud Lana EDP,"It reflects your beauty, pulling all eyes to you to make everyone amazed by your attractiveness
The fragrance has a combination of patchouli with refreshing bergamot
The fragrance of Damask and Bulgarian roses in the perfume reveal to you the soft and romantic side of the fragrance
A perfect choice of a perfume for all of your occasions
About the Brand:
Al Majed For Oud Company was established in 1956 AD to establish a promising market in the field of oud trade through the wholesale sector by culminating in more than 60 years of experience in the manufacture of oud and perfumes. Their preparations across the Gulf market, by creating and innovating new aromatic lines have contributed in expanding their customer base and heading to the retail trade to reach more than 160 sales platforms in the Kingdom of Saudi Arabia and the Gulf countries.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091001448-2193-_-_.png,Al Majed For Oud,18,Unisex,Perfume,Charismatic,Floral,100 ml,2017,Eau de Parfum,Bergamot,"Damask rose, Bulgarian Flowers","Patchouli, Vanilla",en,png,750x750,"Marbert Man Personality EDT, Hermes LAmbre Des Merveilles, Kilian Woman In Gold Refillable EDP"
Lootah Suave EDP,"Enjoy all of your occasions with an irresistible presence, thanks to the distinctive Suave perfume from the Lootah perfume collection
The secret of the fragrance's brilliance lies in the mixture of refreshing citrus scents, which occupies a special place in the perfume industry
With a blend of lemon and bergamot that reveals the floral heart of the gardenia with a charming scent
This blend also includes sandalwood, which leaves behind a luxurious trail.
About the brand:
Lootah is a leading Emirati brand in the perfume industry since the 1950s, carrying a wealth of knowledge in perfumes and incense that generates great fragrances. Lootah perfumes are distinguished by their unique design, creating a passionate relationship with people all over the world, and they contain a wide range of perfumes that combine oriental luxury and a French touch, along with a set of beautiful perfume sets that definitely suit your taste. Lootah always maintains teamwork, knowledge, simplicity, innovation, quality, integrity and commitment.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/2/6297000836966-lootah-lootah-suave-eau-de-parfum-80-ml.png,Lootah,225,Men,Perfume,Romantic,Floral Oriental,80 ml,2017,Eau de Parfum,"Bergamot, Lemon",Gardenia,Sandalwood,en,png,750x750,"Givenchy Immortelle Tribal EDP, Keba Perfumes Vetiver EDP, Arabian Souvenir Gold EDP"
Marbert Man Personality EDT,"A source of strength, vitality, and a symbol of timeless masculine inspiration.
Enjoy your timeless romantic night with the most beautiful soft fragrance.
The fragrance is always your best choice if you are looking for exclusivity and difference.
The fragrance composition is based on a set of luxurious and precious aromatic notes.
About the brand:
Marbert is an excellent skincare brand. Specific characteristics and needs of the skin are the top priorities of the brand without compromising with the quality of the product. The brand believes that beauty is a matter of trust and takes full responsibility when it comes to people and the needs of their skin very seriously. ""Marbert"" offers perfect products for your individual skin type and needs.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/0/4050813005507-marbet-marbert-man-personality-_m_-edt-125-ml.png,Marbert,238,Men,Perfume,Romantic,Aromatic,125 ml,1995,Eau de Toilette,"Bergamot, Lemon, Lavender","Geranium, Pine Needles, Watermelon","Patchouli, Vanilla",en,png,750x750,"Hermes LAmbre Des Merveilles, Nicolai Patchouli Intense, Al Majed for Oud Lana EDP"
Jo Malone Jasmine Sambac & Marigold Intense EDC,"A wonderful sensual floral fragrance.
This fragrance is specially designed for women who seek elegance and sophistication.
A refreshing and unexpected composition of flowers, jasmine and beautiful marigold.
Enhance your femininity and beauty with this amazing fragrance.
Get a perfect glamorous look with this exceptional scent.
About the Brand:
Jo Malone joined the EstÃƒÂ©e Lauder Companies, which is available in 69 countries and territories, in 1999. Jo Malone London is a British brand known for its unique fragrances and luxurious products for bath, body, and home. It has written the rules of perfumery by blending unexpected components of ingredients and introducing elegant and playful concepts, the Jo Malone world continues to develop beautifully.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/6/9/690251059225-jo-malone-jo-malone-jasmine-sambac-_-marigold-_w_-cologne-intense-100-ml.png,Jo Malone,178,Women,Perfume,Romantic,Floral,100 ml,2018,Eau de Cologne,Calendula,"Jasmine Sambac, Ylang Ylang, Honey",Benzoin.,en,png,750x750,"Tous Les Jours Perfume Day 402, Giorgio Armani Armani Prive Rouge Malachite, Volnay Yapana"
Penhaligon's As Sawira EDP,"A unique fragrance belonging to the luxurious woody scents.
This fragrance helps you shine on all your special occasions.
With this charming fragrance, enjoy a strong, bold, and captivating presence that draws everyone's attention.
The fragrance is perfectly designed to suit both men and women.
About the brand:
PENHALIGON'S is a famous perfume house. It was founded in London and introduces a collection of a lot of luxury fragrances with distinctive scents. The first fragrance was released in 1872 and the last one in 2021.",https://assets.goldenscent.com/catalog/product/cache/18/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/9/793675021417-penhaligon_s-penhaligon_s-as-sawira-_u_-edp-100-ml.png,Penhaligon's,293,Unisex,Perfume,Natural,Woody,100 ml,2015,Eau de Parfum,"Saffron, Bergamot","Orris, Labdanum, Rose","White Musk, Patchouli, Amber",en,png,750x750,"Bvlgari Splendida Patchouli Tentation, Les Eaux Primordiales Supercritique Magnolia EDP, Carolina Herrera 212 Vip Rose"
Hugo Boss Hugo Iced,"A new member of the male perfume family comes first for the modern, passionate and energetic modern man.  The fragrance is based on a group of cool, refreshing scents that make you start your day with all the energy and enthusiasm
About the brand:
Founded in 1925 by Hugo Boss for clothing launching purpose, Hugo Boss is a German luxury fashion house. As of 2016, Hugo Boss has 1,100 retail stores worldwide. Hugo Boss has emerged as probably one of the most famous brands in the manufacturing and selling of fashion products. With a strong emphasis on both masculine and feminine products, you simply cannot help but fall in love with their perfumes.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_hugo_boss_perfumes_hugo_iced_for_men_eau_de_toilette.jpg,Hugo Boss,161,Men,Perfume,Extravagant,Aromatic,100 ml,2017,Eau de Toilette,Iced Mint,Frozen Wild Tea,Masculine Vetiver,en,png,750x750,"Saint Hilaire Iris Absolu EDP, Uniqo Corallo EDP - 100 ml, Hermes Terre D'Hermes Eau Intense Ve'Tver"
Thierry Mugler Angel Nova Set - EDP 50 ml + EDP Mini 5 ml,"This two-piece gift-set features Angel Nova EDP (50ml) and another piece (5ml). The composition of this amazing scent will let you express your true femininity. It features top notes of lychee, followed by damask rose in the heart and benzoin in the middle, bringing to you a delicate scent that leaves your soft touch felt wherever you go.
About the brand:
Thierry Mugler is a French parfume house that was founded in 1992 by French designer Thierry Mugler expressing Parisian tenderness and elegance, with fragrances that suits all of your special occasions, transferring you to a magical dream world.",https://assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/4/3439600050233-thierry-mugler-angel-neo-bas-set-edp50r_mini-5ml-01.png,Thierry Mugler,349,Women,Perfume,Sensual,Floral,100 ml,2018,Eau de Parfum,"raspberry, lychee",Damask Rose,"Akigalawood, Benzoin",en,png,750x750,"Davidoff Hot Water, Gucci Bloom Ambrosia di Fiori, Jimmy Choo I Want Oud EDP"
Mont Blanc Starwalker,"Mont Blanc Starwalker is a Woody Spicy fragrance for men. The product is formulated with the top notes of mandarin orange, bamboo, and bergamot; middle notes are sandalwood, cedar, and white musk; base notes of nutmeg, ginger, amber and fir resin.
About the brand:
Mont Blanc is a German company known for its fine writing instruments and luxury goods. The products first appeared in 1913 and were inspired by the peak of Mont Blanc, the highest peak in the Alps. The brand offers luxury goods such as cases, jewelry, and watches. Montblanc fragrances are produced in conjunction with Inter Parfums Inc.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/o/mont_blanc_starwalker.jpg,Mont Blanc,256,Men,Perfume,Romantic,Woody Oriental,75 ml,2005,Eau de Toilette,"Mandarin Orange, Bamboo, Bergamot","Sandalwood, Cedar, White Musk","Nutmeg, Ginger, Amber, Fir Resin",en,png,750x750,"Burberry Summer, Lucien Ferrero Maitre Parfumeur Seringa Blanc EDP, Chanel Bleu De Chanel EDP"
Marina De Bourbon Royal Marina Intense,"This floral oriental fragrance symbolizes to the femininity and elegant touches to show your beauty in a special evening.
About the brand:
In 1994 Marina de Bourbon created a collection of parfumes in her name in Paris, as a princess with a creative sense of timeless fashion designs, the royal brand now sells a collection of more than 15 luxurious fragrances.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_marina_de_bourbon_perfumes_royal_marina_intense_for_women_eau_de_perfum_3494800130031.jpg,Marina De Bourbon,241,Women,Perfume,Romantic,Floral Oriental,50 ml,2015,Eau de Parfum,"Acai berry, narcissus","Jasmine, iris, tonka bean","Patchouli, vanilla, musk.",en,png,750x750,"Fendi Fan Di Fendi Leather Essence, Dunhill London Alfred EDT, Kilian Woman In Gold Refillable EDP"
Calvin Klein Ck Sheer Beauty,"To you, Madam, this beauty is specially made from bergamot extract and succulent red berries with attractive peach balls to give your soul a sense of pleasure. Sandalwood with jasmine leaves are added to this mix to envelop all of the scent of musk, a new fragrance that is unmatched in the world of perfumes
About the brand:
Calvin Richard Klein founded the global brand ""Calvin Klein"" in 1968. She started in the clothing industry and then moved on to presenting watches, jewelry, and feminine and masculine perfumes that captivate everyone from the first whiff.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/calvin_klein_sheer_beauty_eau_de_toilette.jpg,Calvin Klein,75,Women,Perfume,Feminine,Soft Floral,100 ml,2010,Eau de Toilette,"Bergamot, Red Berries, Peach Bellin","Peony, Lilly, Jasmine","Sandalwood, Musk ,Vanilla",en,png,750x750,"Moschino Fresh Couture Gold Gift Set (EDP 100 ml + Body Lotion 100 ml + Shower Gel 100 ml), Brands Me Vanilla Musk EDP, Arabian Souvenir Gold EDP"
Brands Me Vanilla Musk EDP,"The enchanting intense musk drops is suitable for men and women to immerse them in a unique and distinctive freshness.
The fragrance is enhanced with delicate vanilla that adds some charm to your look and captures the attention of everyone around you.
Concentrated perfume drops last with you for long hours without fading on all occasions and situations.
Do not hesitate to add an element of beauty and aromatic sophistication to your own collection now.
About the brand:
Brands Me is a Saudi Arabian perfume company that offers a wide range of distinctive and professionally designed perfumes and fragrances to satisfy the tastes of all its clients. It presents its products in special and distinctive packages.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/2/1228044545-brands-me-_-_.png,Brands Me,66,Women,Perfume,Romantic,Oriental,50 ml,2017,Eau de Parfum,Musk ,Vanilla,"Vanilla, Musk",en,png,750x750,"Elie Saab Cuir Bourbon, Calvin Klein Ck Sheer Beauty, Thameen Fragrance The Cora Body Lotion - 100 ml"
Loewe Agua EDT,"Spicy notes of fresh spices spread in the glowing heart of the composition, touching your heart with enthusiasm.
Start your day with the freshness of yuzu, which deliver vitality, while roseword boost your elegance.
The intense composition spread around, declaring unique presence while remaining for a long time.
It's your perfect choice on all the bright days of summer so you can accomplish your tasks freely.
About the brand:
The brand Loewe was founded by German-born Enrique Loewe Roessberg in 1846 to express his love for Spanish culture. The brand was first specialised in high-quality luggage until its first fragrance was released in 1972 which marked the start of a continued success in the world of fragrance.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/8/4/8426017066440-loewe-agua-edt-100-ml.png,Loewe,222,Men,Perfume,Dynamic,Citrus,100 ml,2020,Eau de Toilette,"Rosewood, Yuzu, Tangerine, Bergamot","White Pepper, Spices, Tea","Amber, sandalwood, white musk, cedar wood",en,png,750x750,"Burberry Summer, Les Eaux Primordiales Supercritique Magnolia EDP, Jimmy Choo Blossom Special Edition EDP"
Boucheron Place Vendome,"A floral fragrance with orange, peony and delicate smell jasmine that combines with woods and delicious mandarin. This fragrance adds an elegant and charming appearance like movie stars on the red carpet.
About the brand:
Boucheron is a large French family whose founder was Friedrich Boucheron in 1958, the family became famous for making precious and luxurious jewelry and opened the first boutique at Place VendÃƒÂ´me in Paris to offer that jewelry to the public and then invaded the world of parfumes for the first time in 1988 and the first parfume launched in this year is parfume The women's Bushoron, which soon spread to France and abroad",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_boucheron_perfumes_place_vendome_for_women_eau_de_perfum.jpg,Boucheron,63,Women,Perfume,Romantic,Floral,100 ml,2013,Eau de Parfum,"Mandarin, rose, orange blossom, pink pepper","Praline, peony, honey, jasmine","Cedar wood, Benzoin",en,png,750x750,"Affinessence Vanilla Benzoin, Thierry Mugler Angel Nova Set - EDP 50 ml + EDP Mini 5 ml, Marly Byerley"
Salvatore Ferragamo Incanto Heaven,"Salvatore Ferragamo Incanto Heaven is a feminine, floral-fruity composition which was launched in the year 2007. The top notes of the perfume are a mix of grapefruit and sering flowers and apple notes. The heart notes are floral notes of a blend of peony and hibiscus with the fruity touch of apricot. The base notes are violet, musk and iris root.
About the brand:
The foundation stone of the Salvatore Ferragamo S.P.A. company was laid in the year 1927. Ferragamo Group is the subsidiary of this company. The Ferragamo Group is referred to as a leading player in the luxury goods industry. It crafts, manufactures and sells footwear, leather goods, silk products, clothing, accessories, eyewear, watches, and perfumes. The group has coverage over European, American and Asian markets.",https://assets.goldenscent.com/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_salvadore_ferragamo_perfumes_incanto_heaven_for_women_eau_de_toilette.jpg,Salvatore Ferragamo,323,Women,Perfume,Feminine,Floral,100 ml,2007,Eau de Toilette,"Searing Flower, Grapefruit, Apple","Pink Peony, Apricot, Hibiscus Flower Tea","Violet, Iris, Musk",en,png,750x750,"Guerlain Insolence EDT, Jul Et Mad Terrasse  St-Germain Extrait de Parfum - 50 ml-1Item 1 of 2
Jul Et Mad Terrasse  St-Germain Extrait de Parfum, Burberry Brit Sheer"
